,created_at,text
1459,Fri Jun 05 19:53:07 +0000 2015,Goodbye dreadful summers.
1460,Fri Jun 05 15:54:02 +0000 2015,"Two years too late, two years too early.
http://t.co/BF2CbxYtXR

#Klopp #MUFC"
1461,Fri Jun 05 15:50:43 +0000 2015,"£15m for van Persie is a great deal. Goes to a different league.
He cost us £24m and delivered one title and great moments.
#MUFC #Transfers"
1462,Fri Jun 05 09:56:14 +0000 2015,I predict Juventus will win the 2015 #UCLfinal #JuveToWin http://t.co/g5sGvN8Mdz
1463,Fri Jun 05 04:58:33 +0000 2015,"5th of June, eh. 
A few years back today we bought Shinji Kagawa. 
Shame he couldn't show his class in PL."
1464,Fri Jun 05 04:57:11 +0000 2015,"Liverpool have signed Milner and almost wrapped up Ings. 
@ManUtd And plans to sign players?
#Transfers"
1465,Wed Jun 03 11:43:54 +0000 2015,"The joke is official then. Rafa at Real.
#HahaRafa"
1467,Sat May 30 19:10:17 +0000 2015,"Ooft. 
So close Dortmund."
1468,Sat May 30 18:45:21 +0000 2015,"What a ball by Shinji. 
Should be scoring those, Dortmund. 

#BVBWOB"
1469,Fri May 29 14:22:34 +0000 2015,@GirlMufc Told ya! 😎
1470,Fri May 29 12:47:51 +0000 2015,"@GirlMufc da Vinci is June, right?"
1471,Fri May 29 11:40:50 +0000 2015,"FIFA Congress resumed after a bomb threat.

It's getting from bad to worse for them, isn't it.
#FIFA"
1472,Fri May 29 10:51:07 +0000 2015,"https://t.co/eN80bXdD5g

#Bhabha"
1473,Mon May 25 19:18:13 +0000 2015,"@ScholesEsque Really hope we get Bale from them now that they're axing underperformers. 
Gareth on one flank, Depay on another."
1474,Mon May 25 19:16:30 +0000 2015,@ScholesEsque As long as we keep getting him Bavarian Beer he'll be fine.
1476,Mon May 25 19:13:26 +0000 2015,"@ScholesEsque No he won't. Will take 2 years to settle, have one excellent season and then will be bought by Madrid.
Basti gives at least 4."
1477,Mon May 25 19:11:15 +0000 2015,"Carlo should go back to Milan.
Appreciated there and could really restore them to a top 4 side again."
1478,Mon May 25 19:09:26 +0000 2015,@ScholesEsque Schweiny &gt; Schnidy
1479,Mon May 25 18:49:06 +0000 2015,Real knobheads. https://t.co/fsWBXTSGAm
1480,Mon May 25 18:47:45 +0000 2015,"Do you really want to go to a club that respects nobody @D_DeGea ?

One Love, One United.
#deGea #RMFC"
1481,Mon May 25 15:56:54 +0000 2015,"Canaries are back in the PL.
Squad hasn't changed too much, solid defenders.
#FPL #EPL"
1482,Mon May 25 14:19:14 +0000 2015,"Wanted to see Boro in the PL.
Not the greatest of position to be in now!"
1483,Mon May 25 14:18:16 +0000 2015,"Norwich must be Championship's Barca.
2-0"
1484,Sun May 24 16:23:36 +0000 2015,"All the Scousers who were mocking us after a 6-1 humiliation by a money flushed City, what do you say about losing to Stoke effing City!#LFC"
1485,Sun May 24 16:22:06 +0000 2015,"Actually sad to see Brucey go.
Bruce just remember how many titles more than Gerrard you have!

Good luck in the Championship."
1486,Sun May 24 15:36:55 +0000 2015,"Fellaini. That's horrible. 
Unprofessional challenge. 

#MUFC #HULMUN"
1487,Sun May 24 15:20:00 +0000 2015,"Somebody please buy Valdes from us. 

#Mufc"
1488,Sun May 24 14:55:46 +0000 2015,"Please don't sack Rodgers. 

#inbrendanwetrust #LFC"
1489,Sun May 24 14:53:10 +0000 2015,"Loss to Palace for his last home game. 
Trailing 5-0 at HT for his last. 

Send off Liverpool style. 

#Gerrard #ThanksStevie #LFC"
1491,Sun May 24 14:51:24 +0000 2015,"Wenger, please don't sub Kos on. 
Kane on my bench has scored. 

#FPL"
1492,Sun May 24 14:46:36 +0000 2015,"Stoke 5. 

FFS. Insane stuff from sparky!"
1493,Sun May 24 14:43:40 +0000 2015,"Stoke 4 - 0 Liverpool. 

Stoke showing Scousers exactly what they are!
#SHIT"
1494,Sun May 24 14:31:54 +0000 2015,"Liverpool. 😜😜

3-0 down 
Shit club."
1495,Sun May 24 14:27:55 +0000 2015,"Liverpool giving Steven Gerrard the send off he deserves. 
Stoke 2-0 Liverpool. 
#ThanksStevie #Gerrard"
1496,Sun May 24 14:23:07 +0000 2015,@rohan_ad Haha. Told you he's not doing well today.
1497,Sun May 24 14:20:20 +0000 2015,Get your shit together Valdes.
1498,Sun May 24 14:07:33 +0000 2015,"Whoever thinks Valdes should be our no1. He just got done by Hull City. 

#mufc"
1499,Sun May 24 13:56:59 +0000 2015,"Let the United Hull game produce a result. 
Either Brucey stays up or we have a good shot at 3rd. 

#HULMUN #NEWWHU #EPL #ARSWBA"
1500,Sun May 24 13:49:43 +0000 2015,@rohan_ad Yup. Clearly indicated will not be signing a new one.
1501,Sun May 24 13:43:55 +0000 2015,"@rohan_ad We should sign Handanovic. Top GK, free transfer."
1502,Sun May 24 13:33:25 +0000 2015,@rohan_ad Doesn't love United enough to do so.
1503,Sun May 24 13:30:59 +0000 2015,"@rohan_ad I wish I could tell you he'll stay. 
But we should at least get more than the reported £20 mil."
1504,Sun May 24 13:26:16 +0000 2015,"@rohan_ad Best GK in this league. But Real really need him. All Spaniards get home sick, ex. Pique. 
Could go either way."
1505,Sun May 24 13:22:53 +0000 2015,@rohan_ad I wouldn't be putting my money on it but no harm in hoping.
1506,Sun May 24 13:19:44 +0000 2015,"@rohan_ad 

Keep your hopes lower. 
Perhaps next season."
1507,Sun May 24 13:13:28 +0000 2015,"@fantasypest @fplhints Leicester to keep a clean sheet.

Bought and captained Huth.
#Differential"
1508,Sun May 24 13:07:25 +0000 2015,@GNev2 Will come back soon enough Gaz!
1510,Sun May 24 13:06:03 +0000 2015,"Drogba showing Gerrard how to depart- with the all important medal.

#ThanksSlippy"
1511,Sat May 23 20:03:06 +0000 2015,"Bale didn't play.

Get him Ed, show him who's in-charge!

#Bale #MUFC #Transfers"
1512,Sat May 23 20:01:18 +0000 2015,"Chicha has become a slightly better player at Real. 
Contributing more off the ball."
1513,Sat May 23 19:57:48 +0000 2015,"6-3 to Real.

Jese made it look effortless."
1514,Sat May 23 19:38:39 +0000 2015,"James, 5-3 Real, 51 minutes played.
Crazy game!"
1515,Sat May 23 19:28:29 +0000 2015,"Best in the league, by far.  https://t.co/Yl82HOb7kL"
1516,Sat May 23 16:07:11 +0000 2015,"Please get us Schweinsteiger, Louis and Ed.
Yes, it'll be a pain to learn the spelling but what a quality player.
Basti = 10XCarrick.
#MUFC"
1517,Sat May 23 16:04:23 +0000 2015,"van Gaal should be judged this season not by his 4th place finish but the players he brings in this summer.
Will display his intent.
#MUFC"
1518,Sat May 23 16:01:31 +0000 2015,"After watching a below par Dortmund one wonders how well United will do in CL next term.
Lack pace, finishing prowess.
#MUFC #UCL"
1519,Sat May 23 15:58:47 +0000 2015,"Valencia posting a message goodbye for Falcao.
In an ideal world it would've been the other way round.

Good luck, Tigre.

#MUFC"
1520,Sat May 23 10:08:09 +0000 2015,@grantgust @DCComics Do explain.
1521,Sat May 23 10:07:27 +0000 2015,"If Eobarde is erased from existence,cos Eddie dies,he never goes back to kill Barry-Nora must be alive and everything should be different!"
1522,Fri May 22 15:23:14 +0000 2015,"WBA to beat Arsenal, United to score 7, finish 3rd.

#SuperSunday"
1523,Fri May 22 06:09:28 +0000 2015,"When I die and they lay me to rest
I’m gonna go on the piss with Georgie Best!

Happy Birthday George Best!
Forever in our hearts."
1524,Tue May 19 05:58:22 +0000 2015,"You're the only reason we're proud of being Indian!

#ModiInsultsIndia"
1525,Tue May 19 05:57:36 +0000 2015,"Mr. Prime Minister, it'll be awfully nice of you to visit India too, once in a while perhaps.
#ModiInMongolia #ModiInSouthKorea"
1527,Tue May 19 05:53:43 +0000 2015,"Just saw the Fabregas red.
Can't stop laughing! 
#RentBoys"
1528,Mon May 18 17:09:43 +0000 2015,.@manutd #ivotedherrera in the Goal of the Season poll. #mufcpoty http://t.co/r4iDK0omBm
1529,Mon May 18 11:59:19 +0000 2015,"Cech wants to join Real.
Take him and be happy. 

Please don't take our de Gea away!

#MUFC #RMA #Transfers #DeGeaPleaseStay"
1530,Sun May 17 17:29:10 +0000 2015,"Bring in a few from our champions of the U-21 lot.
4-5 quality signings. And with a bit of luck and fewer injuries, you never know.
#MUFC"
1531,Sun May 17 17:03:43 +0000 2015,Aren't even showing the lap of honour on TV. How stupid is that.
1532,Sun May 17 17:01:44 +0000 2015,"Can't stop myself from saying this. 
Fuck off Blackett."
1533,Sun May 17 16:54:21 +0000 2015,"Has been that kinda season for us. 

We'll be much better next season. 
#MUFC"
1534,Sun May 17 16:53:11 +0000 2015,Tyler Blackett 😤
1535,Sun May 17 16:41:47 +0000 2015,Why Blackett over the in form Rojo
1536,Sun May 17 14:42:15 +0000 2015,"I've lost all hope that we'll see Falcao of Porto or Atleti, this season. 
He's improving. Hopefully we can get 3 points today. 
#MUFC"
1537,Sun May 17 14:40:25 +0000 2015,"Third place is not up for grabs. 
Arsenal have a very easy game in hand, against Sunderland. 
#mufc"
1538,Sun May 17 14:39:36 +0000 2015,"We're extremely proud of what van Gaal has achieved. 
We've had some lows but as Fletcher promised fear is back at Old Trafford. 
#MUFC"
1539,Sun May 17 14:37:44 +0000 2015,"Final home game of the season. 
Possibly final home game for one or more of: de Gea, van Persie, Falcao, di Maria. 

We love you all. 
#MUFC"
1540,Sun May 17 09:35:48 +0000 2015,"If/when de Gea leaves can we please have  Handanovic, Santa Woodward?

#MUFC #Transfers"
1541,Sat May 16 18:44:24 +0000 2015,LRT&gt; In Rodgers We Trust!
1542,Sat May 16 18:43:06 +0000 2015,"Come on United, win the bloody games so we don't have to play the third round #UCL qualifiers.
Finish above Arsenal or Citeh, please!
#MUFC"
1543,Sat May 16 18:38:54 +0000 2015,"We might have to play one of Roma, Lazio, Napoli, Sevilla, Valencia, Monaco, Marseille.

Our place is not confirmed, yet.
#MUFC #UCL"
1545,Sat May 16 18:20:43 +0000 2015,"Pardew, Back from the dead!"
1546,Sat May 16 18:19:15 +0000 2015,Goodbye Gerrard.
1547,Sat May 16 17:48:07 +0000 2015,"Zaha. 
Devil inside."
1548,Sat May 16 17:41:02 +0000 2015,"Sterling and Coutinho slipping as a tribute to Stevie G.  

#Respect"
1549,Sat May 16 12:03:44 +0000 2015,"Had to be the fastest hat trick in Premier League. 

2 minutes. Sadio Mane."
1550,Sat May 16 05:57:04 +0000 2015,"Fantasy team did horribly, lost 2 back to back FIFA matches.

I should probably go and sleep."
1551,Sat May 16 05:55:49 +0000 2015,"David de Gea, we bought you as a skinny guy who got crowded during corners, made you this spectacular GK today and Madrid?
#Loyalty"
1552,Sat May 16 05:53:40 +0000 2015,"de Gea to Madrid, Clyne unlikely, Bale no news, Rooney-Shaw out of Arsenal game.
FML.
#MUFC"
1553,Fri May 15 14:51:17 +0000 2015,"Get us Gareth Bale, Ed. 
We love you. 

#Bale #MUFC #Transfers"
1554,Wed May 13 20:22:37 +0000 2015,"Leave all this behind, come back to England, Gareth."
1555,Wed May 13 20:17:52 +0000 2015,"Ronaldo, Tevez, Evra, Chicharito, Pogba. 

United reunion apparently. 

#RMAJUV #UCL"
1556,Wed May 13 19:32:06 +0000 2015,"Stop diving you shits. 
If we wanted to see dives we'd watch Barcelona."
1557,Wed May 13 19:31:10 +0000 2015,"This has to be the most organised and structured defence from Real quite some time. 
#RMAJUV"
1559,Wed May 13 19:07:19 +0000 2015,"Marcelo is Pirlo in disguise. 
#RMAJUV"
1560,Tue May 12 16:20:07 +0000 2015,"Didn't know we're in for Alexandre Lacazette. Has been incredible this season. 

Had him on my FIFA 15 with United. 
Going to buy Bale, NOW!"
1561,Sat May 09 16:03:23 +0000 2015,"Burnely relegated. 

Played some good football, defensively solid. 
City victory was fantastic. 
See you in 3 years?
#BPL"
1562,Sat May 09 15:58:30 +0000 2015,"Cleverley has scored another?
Bring him back!

#MUFC #Transfers"
1563,Sat May 09 15:57:41 +0000 2015,"Leicester 6 wins in 7. 
Call Pearson what you want but incredible stuff from him and his team. 

#BPL"
1564,Thu May 07 10:55:12 +0000 2015,"We should sign most if not all of our targets before mid July, giving time to gel together."
1565,Thu May 07 10:52:06 +0000 2015,"Memphis Depay is a quality signing. 
Great attacking flair. And just 21. 

Welcome to Old Trafford,Memphis. 

#MUFC #Transfers"
1566,Wed May 06 20:23:27 +0000 2015,"Can't hate this man. 
#BarcaBayern"
1567,Wed May 06 20:07:52 +0000 2015,"This game could've certainly done with Robbery. 

#BarcaBayern"
1568,Wed May 06 20:06:46 +0000 2015,"Rakitic should've taken a shot there. 

#BarcaBayern"
1569,Wed May 06 20:06:00 +0000 2015,"Never thought I'd say this of them but offensively Bayern are too predictable. 

#BarcaBayern"
1570,Wed May 06 20:04:03 +0000 2015,Neuer is just fantastic.
1572,Tue May 05 19:29:52 +0000 2015,"Isco. Fast, talented, great vision, technique. 
Did I mention young?
#JuveReal"
1573,Mon May 04 07:47:42 +0000 2015,"Love the trooper that @twitter puts after StarWarsDay

#StarWarsDay"
1574,Mon May 04 07:46:10 +0000 2015,"Let's watch the entire series again!

#StarWarsDay"
1575,Mon May 04 05:09:13 +0000 2015,"Star Wars day!

May the force be with you."
1576,Sun May 03 14:23:42 +0000 2015,Chelsea are officially Champions.
1577,Sat May 02 19:06:05 +0000 2015,But we're Manchester United - like always we will come back stronger.
1578,Sat May 02 19:01:54 +0000 2015,"Like Valencia I've never liked Carrick.

Someday you all will come to realize this too.

#MUFC"
1579,Sat May 02 18:58:27 +0000 2015,"Carrick wouldn't have stopped that free kick from going in.

Only thing he does is allows Herrera to play 30 yards forward."
1580,Sat May 02 18:57:05 +0000 2015,"Has van Gaal called this the performance of the season yet?

Efficiency &gt; Possession, ALWAYS!"
1581,Sat May 02 18:52:52 +0000 2015,"Credit to Fletch and co.
Tony Pulis is a legend, truly."
1582,Sat May 02 18:51:26 +0000 2015,I wonder if van Gaal's philosophy actually says something about getting 3 points or just &gt;70% possession
1583,Sat May 02 18:50:38 +0000 2015,"26 shots and we couldn't score 1.

Brilliant."
1584,Sat May 02 18:39:15 +0000 2015,"Keeping possession is an great way of playing football.
But why can't we attack more. So many square and back passes.
Need to be more direct"
1585,Sat May 02 18:36:57 +0000 2015,FML
1586,Sat May 02 18:35:51 +0000 2015,"If anyone says we don't need a world class striker, who can actually score, please get yourself checked."
1587,Sat May 02 18:31:42 +0000 2015,"Angel di Maria. 59 million for 3 shitty crosses.
Falcao 5 million loan for 4 goals in the season."
1589,Sat May 02 18:30:38 +0000 2015,"How the bloody hell is Valencia a Manchester United player.
Had a half decent season and we've been bearing him.

THROW HIM!"
1590,Sat May 02 18:29:05 +0000 2015,"Fellaini did well against City, Spurs and Liverpool but now everyone knows how to nullify the threat.
Put him on the bench."
1591,Sat May 02 18:26:56 +0000 2015,Top 4 race is back on.
1592,Sat May 02 18:26:15 +0000 2015,"Never liked this Barcelona style play. Possession - not goals.
FUCK THIS."
1593,Sat May 02 18:25:19 +0000 2015,Should be putting away chances. Penalty should've been scored.
1594,Sat May 02 18:23:52 +0000 2015,"This is so bad from United. 
3 back to back defeats."
1595,Sat May 02 18:06:01 +0000 2015,This is so sad and unlucky.
1596,Sat May 02 15:45:08 +0000 2015,"Always going to happen. 
Damn."
1597,Sat May 02 15:38:35 +0000 2015,Gerrard. LOL
1598,Sat May 02 11:00:14 +0000 2015,Happy 40th Becksy!
1599,Sat May 02 10:59:50 +0000 2015,"Thoughts with Rio Ferdinand and his family.

RIP Rebecca."
1600,Fri May 01 18:36:00 +0000 2015,"Andreas Pereira signs a new deal.

Excellent. Wouldn't want another talented youngster to leave. Pogba leaving still hurts.
#MUFC"
1601,Fri May 01 08:10:44 +0000 2015,"With his current relations with Madridistas, he might consider the deal. 
Lot's of variables in play here."
1602,Fri May 01 08:08:30 +0000 2015,"Bale cannot play Ozil type role of assisting. 
He's lethal and aggressive which suits United's current 4-1-4-1"
1603,Fri May 01 08:07:12 +0000 2015,"Reports suggesting 100 mil for Bale. 
Would be an excellent signing but I doubt it'll happen.
Our signings might be: Depay, Hummels, Gundo."
1604,Sun Apr 26 16:59:00 +0000 2015,"Tactically, Mou is a class apart. 

Chelsea proving they are ready to play dirty to win, sign of champions. 

Congratulations. 
#cfc #BPL"
1605,Sun Apr 26 13:16:56 +0000 2015,"Dreadful from us. Need di María and RvP. 
#mufc #EVEMUN"
1606,Thu Apr 23 11:49:28 +0000 2015,"My question was regarding his playing position.

Does he do back to left mid behind strikers-wingers like Real or we adapt a new formation."
1608,Thu Apr 23 11:46:09 +0000 2015,"@michaelrogers25 Absolutely he is. Already understands the English game better. Will be more physical too.
I was wondering about position."
1609,Thu Apr 23 11:36:40 +0000 2015,"If we do sign Depay, where does di Maria fit in?
Because Youngy will retain one flank and naturally Memphis the other.

#MUFC #Transfers"
1610,Sun Apr 19 16:45:19 +0000 2015,"Aston Villa beat Liverpool.
In the FA Cup Semis.

LOL.
#RodgersIn #ShitClub"
1611,Sat Apr 18 18:36:27 +0000 2015,"Best defensive unit in England and probably Europe. Chelsea deserves to win the title. 
But we can be proud of the way we went to the end."
1612,Sat Apr 18 18:31:46 +0000 2015,"Hope we're in for Ings and Cavani. 
Because when Wazza isn't playing up top, we're very poor."
1613,Sat Apr 18 18:29:10 +0000 2015,"The quality of referring was shocking though. 
So many easy decisions wrong."
1614,Sat Apr 18 18:28:29 +0000 2015,"Van Gaal's substitutions baffled me. 
Took off Young and Shaw who were excellent instead of Falcao, who didn't impress."
1615,Sat Apr 18 18:27:14 +0000 2015,"Reminiscent of El Classico a few years back. 
Barça all the possession, Mourinho's Real supremely efficient."
1616,Sat Apr 18 15:40:14 +0000 2015,"Form is temporary, class is permanent.

Come on Falc, prove these doubters wrong!

#MUFC #CHEMUN"
1617,Sat Apr 18 15:39:04 +0000 2015,"Cometh the hour, cometh the man.
Radamel Falcao, rise!

#MUFC #CHEMUN"
1618,Fri Apr 17 11:10:33 +0000 2015,"Shaw for Blind at LB.
Fellaini for Carrick at CM.
Mata #10
di Maria out wide.

#MUFC #CHEMUN"
1619,Fri Apr 17 11:05:01 +0000 2015,@ScholesEsque Let's hope you're wrong.
1620,Fri Apr 17 11:01:47 +0000 2015,"@ScholesEsque 

Believe. http://t.co/8YjlSKhjWG"
1621,Fri Apr 17 10:59:07 +0000 2015,"Nemanja Matic HAS to have a bad game if we're to get any points tomorrow.

Along with Ivanovic, could keep Felli at bay.

#MUFC #CHEMUN"
1622,Fri Apr 17 10:56:56 +0000 2015,"Carrick and Blind injuries make it really interesting especially since RvP is fit.

Does LvG go back to Wazza in mid? 
#MUFC #CHEMUN"
1623,Fri Apr 17 10:51:02 +0000 2015,"For me Jose Mourinho is second only to Fergie.

He's decisive, kind to his players, good with banter and the world's best tactician."
1625,Fri Apr 17 10:47:19 +0000 2015,"For all the credit Loius van Gaal and the lads are getting, I can only say they deserve it all and more.But we need to be focused on Chelsea"
1626,Fri Apr 17 06:10:30 +0000 2015,"Yes, his performance may not have been upto 100 million level. 
But everyone has lows.

Show some class, you're Real Madrid FFS.
#Bale"
1627,Fri Apr 17 06:05:41 +0000 2015,"Gareth Bale's car being attacked, fan shouting outside the training ground, booing his performances. 
Shame.
Gotta stand by your player!"
1628,Fri Apr 17 05:57:31 +0000 2015,"An article said United are to sign Clyne, Depay, Hummels, Cavani and Bale in the summer.

Can't tell you how much I'd love that!
#MUFC"
1629,Fri Apr 17 03:01:01 +0000 2015,"If Star Wars - The Force Awakens is half as good as The Empire Strikes Back, I'll be extremely happy to watch it.
May the Force be with you!"
1630,Wed Apr 15 13:28:49 +0000 2015,"Also, I'd hate to see you go to Arsenal or City."
1631,Wed Apr 15 13:28:20 +0000 2015,"Love Jurgen Klopp. 
Giving Bayern a run for their money with such limited resources in commendable.

Take a year off sir, you deserve it!"
1632,Tue Apr 14 12:36:03 +0000 2015,"Just watched Jamie and Gary on Monday Night Football dissecting the Manchester Derby.
Absolutely brilliant."
1633,Sun Apr 12 16:35:31 +0000 2015,Put on Falcao. #mufc #MUNMCI
1634,Sun Apr 12 16:33:09 +0000 2015,Take this you fucking noisy cunts.
1635,Sun Apr 12 14:32:33 +0000 2015,"Let's do this!

#MUFC #DerbyDay #MUNMCI"
1636,Sun Apr 12 14:31:58 +0000 2015,"City have a great record against us. They're very dangerous, especially now that they're hurt.
Should be a cracker of a game.
#MUFC #MUNMCI"
1637,Sun Apr 12 14:30:58 +0000 2015,"Rob Green screwed up or the title race would've gotten really interesting.
QPR always manage to hurt us.
They'll go down this season."
1638,Sat Apr 11 09:54:37 +0000 2015,"Send TRAI your views, protect.
2 clicks away!
 #NetNeutralityIndia and #SaveTheInternet - http://t.co/IXSaGdAo9L"
1639,Thu Apr 09 16:00:54 +0000 2015,"We've lost 8 of the last 10 derbies with aggregate score 10-2 against us. 

Damn. Sunday is a must win. 

#MUFC #munmci"
1640,Wed Apr 08 16:09:48 +0000 2015,Heart and Soul. https://t.co/FrVUFTkWhi
1642,Wed Apr 08 16:09:14 +0000 2015,"First World Cup, now IPL.

If I wanted cricket on my TL, would've never joined Twitter.
Dreadful."
1643,Wed Apr 08 08:42:09 +0000 2015,"Clattenberg for the Manchester Derby.

FFS.
#MUNMCI #MUFC"
1644,Wed Apr 08 08:35:32 +0000 2015,"We should definitely try to sign Andrea Ranocchia in the summer.
Top defender.

#MUFC #Transfers"
1645,Tue Apr 07 12:05:45 +0000 2015,"Cavani for RvP. 
Sounds tempting. 

#MUFC #Transfers"
1646,Mon Apr 06 16:30:23 +0000 2015,"Eduardo Vargas out for the remainder of the season.

Ouch.

#QPR #RelegationBattle"
1647,Sun Apr 05 18:13:26 +0000 2015,"Carragher saying Tim Krul shouldn't have congratulated Defoe after the win.

That is the stupidest thing I've heard all day."
1648,Sat Apr 04 17:16:40 +0000 2015,"Lost for words. What a sensational strike and what great awareness too.

Fabulous from Adam.
#CHESTK"
1649,Sat Apr 04 17:14:42 +0000 2015,"Charlie Adam. 
DAMN
#CHESTK"
1650,Sat Apr 04 16:20:52 +0000 2015,"@kpsundayworld 
Year - Kane
Season - Sanchez."
1651,Sat Apr 04 16:18:11 +0000 2015,"Actually, I might be wrong. 
Should be Super Mario."
1652,Sat Apr 04 16:17:39 +0000 2015,THE signing of the season has to be Alexis Sanchez but Herrera ain't far behind.
1653,Sat Apr 04 16:16:17 +0000 2015,"Blind, Herrera both @ 96% pass accuracy.
Neat."
1654,Sat Apr 04 16:14:50 +0000 2015,"Should Sparky and Co. get 3 points today, the title race will be a race again.

#CFC #MUFC #AFC #MCFC #BPL"
1655,Sat Apr 04 16:09:11 +0000 2015,"McShane on the bench- bloody frustrating.

But captained Charlie Austin, so doesn't hurt all that much.
#FPL"
1656,Sat Apr 04 16:06:35 +0000 2015,"Not the best of games, had to keep our head, needed to keep going.

3 points, 3rd position. Above Noisy Neighbors.
Delighted.
#MUFC #MUNAVL"
1657,Sat Apr 04 16:05:05 +0000 2015,Easter weekend good so far.
1658,Sat Apr 04 14:45:18 +0000 2015,"Herrera. 

Just fucking love him  

#mufc #MUNAVL"
1660,Sat Apr 04 14:33:18 +0000 2015,Wake up lads.
1661,Sat Apr 04 12:57:20 +0000 2015,What a save!
1662,Sat Apr 04 12:39:14 +0000 2015,"Wenger has been telling his lads that they can be champions this season.
And the way they're playing, even I'm starting to believe that!"
1663,Thu Apr 02 15:57:16 +0000 2015,"Love the inbuilt browser in the new update. 
If only @twitter made sure paste function work."
1664,Sat Mar 28 20:25:34 +0000 2015,"Burak Yilmaz. 

Great team play from Turkey."
1665,Sat Mar 28 17:17:16 +0000 2015,"Croatia Norway game is a snoozefest.
#EURO2016"
1666,Sat Mar 28 14:50:08 +0000 2015,"LRT.

Ibra - 
Personality, yes.
Responsibility, yes.
X-factor, yes.
Drama &amp; controversy, yes.
#MUFC #PSG #Transfers"
1667,Mon Mar 23 16:01:14 +0000 2015,@ChaiBapchya Something that you'd know if you actually watched football.
1668,Mon Mar 23 15:59:26 +0000 2015,@ChaiBapchya Number of games left for Liverpool in league.
1669,Mon Mar 23 15:50:40 +0000 2015,"For 1.standing on de Gea's foot
2.tackling Rooney in Mingolet and asking for a red card for Rooney
FA should give Skrtel 8 game ban.
#LIVMUN"
1670,Mon Mar 23 15:21:30 +0000 2015,Sir Alex Ferguson will be a proud man right now.
1671,Mon Mar 23 05:36:29 +0000 2015,Over the last 21 hrs I donated 21 tweets to the Down Syndrome Centre. Make your donation here. http://t.co/OXkS8b0vZI #Donate21
1672,Mon Mar 23 04:36:23 +0000 2015,March 21st is World Down Syndrome Day. Show your support by donating your tweets #Donate21 http://t.co/OXkS8bi7oi
1673,Mon Mar 23 03:36:27 +0000 2015,Donate your tweets to the Down Syndrome Centre #Donate21 http://t.co/OXkS8bi7oi
1674,Mon Mar 23 02:36:28 +0000 2015,Help raise awareness for the Down Syndrome Centre by donating your tweets. Simply #Donate21 by clicking the link http://t.co/OXkS8bi7oi
1675,Mon Mar 23 01:36:28 +0000 2015,"Most children with Down syndrome develop the communication skills they need, although it might take longer. #Donate21 http://t.co/OXkS8bi7oi"
1676,Mon Mar 23 00:36:25 +0000 2015,Show real character. Donate your tweets here. #Donate21 http://t.co/OXkS8bi7oi
1678,Sun Mar 22 23:36:21 +0000 2015,Your tweets can make a difference. Donate today. #Donate21 http://t.co/OXkS8bi7oi
1679,Sun Mar 22 22:36:28 +0000 2015,"Today people with Down syndrome go to college, have careers, get married. Their potential is boundless #Donate21 http://t.co/OXkS8bi7oi"
1680,Sun Mar 22 21:36:24 +0000 2015,The Down Syndrome Centre needs your tweets. Donate them here. #Donate21 http://t.co/OXkS8bi7oi
1681,Sun Mar 22 21:32:54 +0000 2015,"Poor from Neymar. 

Apparently the only thing he's excellent at is diving."
1682,Sun Mar 22 21:15:24 +0000 2015,Real could really use de Gea
1683,Sun Mar 22 20:47:33 +0000 2015,"Don't think any striker works half as hard as Karim Benzema. 
Breast."
1684,Sun Mar 22 20:45:45 +0000 2015,"Should be scoring there, Bale."
1685,Sun Mar 22 20:36:21 +0000 2015,Donate your tweets and help raise awareness for the Down Syndrome Centre. #Donate21 http://t.co/OXkS8bi7oi
1686,Sun Mar 22 20:35:41 +0000 2015,"The quality of players too. 
Faster, more athletic and so much more graceful."
1687,Sun Mar 22 20:34:16 +0000 2015,El Classico is technically and tactically so much better than Liverpool United earlier.
1688,Sun Mar 22 19:36:27 +0000 2015,Donate your tweets. #Donate21 http://t.co/OXkS8bi7oi
1689,Sun Mar 22 18:41:02 +0000 2015,"LRT.

HAHAHAHAHA"
1690,Sun Mar 22 18:36:25 +0000 2015,140 characters can make a big difference. Donate yours to the Down Syndrome Centre here #Donate21 http://t.co/OXkS8bi7oi
1691,Sun Mar 22 18:30:49 +0000 2015,"I did read somewhere that Monchengladbach will beat Bayern.
Eerie."
1692,Sun Mar 22 17:36:23 +0000 2015,"Down syndrome is not related to colour, creed, race or social status. #Donate21 http://t.co/OXkS8bi7oi"
1693,Sun Mar 22 16:36:30 +0000 2015,"Every child with Down syndrome is unique. They have their own unique talents, gifts &amp; goals. #Donate21 http://t.co/OXkS8bi7oi"
1695,Sun Mar 22 16:29:00 +0000 2015,"2-2.

Wow. To hell with FPL, game on!"
1696,Sun Mar 22 16:28:27 +0000 2015,"Unbelievable.

How do you concede against HULL CITY!

#FPL Disaster."
1697,Sun Mar 22 16:17:58 +0000 2015,"2 weeks to enjoy this win. 

Chuffed to bits!"
1698,Sun Mar 22 16:13:02 +0000 2015,"Bring on El Classico.

Real, come one- make this day perfect!
#HalaMadrid"
1699,Sun Mar 22 15:56:13 +0000 2015,"Haha, I suppose I can say this today.

#ThankYouGerrard"
1700,Sun Mar 22 15:55:10 +0000 2015,"Delighted with Jones and Smalling's performance today.
Well played lads."
1701,Sun Mar 22 15:46:03 +0000 2015,"Liverpool supporters here's a line from the movie 21, please try and understand:

""Win like a man, lose like a man.""
#LFC #LIVMUN"
